dataset,dim,epochs,lr,dropout,it_time_s,embed_time_s,total_time_s,val_acc,test_acc,peak_tracemalloc_mb,rss_before_mb,rss_after_mb
ENZYMES,64,100,0.001,0.0,17.72559690475464,0.14160728454589844,17.867204189300537,0.5081967213114754,0.35,0.3018989562988281,1454.296875,1454.38671875
