dataset,dim,epochs,lr,dropout,it_time_s,embed_time_s,total_time_s,val_acc,test_acc,peak_tracemalloc_mb,rss_before_mb,rss_after_mb
ENZYMES,256,100,0.0005,0.0,17.58839511871338,0.14117884635925293,17.729573965072632,0.5737704918032787,0.38333333333333336,0.7181596755981445,1457.51171875,1457.51171875
