dataset,dim,epochs,lr,dropout,it_time_s,embed_time_s,total_time_s,val_acc,test_acc,peak_tracemalloc_mb,rss_before_mb,rss_after_mb
MUTAG,128,40,0.001,0.0,2.8337671756744385,0.05852508544921875,2.8922922611236572,0.9473684210526315,0.7894736842105263,0.21146106719970703,1444.03125,1444.74609375
