dataset,dim,epochs,lr,dropout,it_time_s,embed_time_s,total_time_s,val_acc,test_acc,val_f1_macro,test_f1_macro,val_auc_macro,test_auc_macro,peak_tracemalloc_mb,rss_before_mb,rss_after_mb
ENZYMES,128,40,0.0005,0.0,7.212448835372925,0.2244110107421875,7.436859846115112,0.5245901639344263,0.36666666666666664,0.5348453757297478,0.3650015561780268,0.7884729649435531,0.6830000000000002,0.48162841796875,1438.41796875,1438.41796875
ENZYMES,128,40,0.0005,0.3,7.28850245475769,0.2136058807373047,7.502108335494995,0.39344262295081966,0.26666666666666666,0.38121797687015074,0.24777777777777776,0.7269934640522875,0.6563333333333333,0.47940826416015625,1438.41796875,1438.41796875
ENZYMES,128,100,0.001,0.0,18.3544659614563,0.22402000427246094,18.57848596572876,0.5081967213114754,0.26666666666666666,0.5002511961722488,0.268985574906291,0.734212715389186,0.681,0.48873138427734375,1438.41796875,1438.41796875
ENZYMES,128,100,0.001,0.3,18.986628770828247,0.22666645050048828,19.213295221328735,0.4918032786885246,0.4,0.4955250872278736,0.38342670401493933,0.7661675579322639,0.7153333333333333,0.48882293701171875,1438.41796875,1438.41796875
ENZYMES,128,100,0.0005,0.0,19.300732612609863,0.23160028457641602,19.53233289718628,0.5573770491803278,0.45,0.5539723135631064,0.45162429074193783,0.7827688651218062,0.7159999999999999,0.5078611373901367,1438.41796875,1438.41796875
ENZYMES,128,100,0.0005,0.3,19.05108141899109,0.21416783332824707,19.265249252319336,0.5081967213114754,0.31666666666666665,0.4982144999250262,0.31189179375453885,0.7769459298871064,0.6866666666666666,0.49446868896484375,1438.41796875,1438.41796875
ENZYMES,256,40,0.001,0.0,7.606082439422607,0.22413897514343262,7.83022141456604,0.4918032786885246,0.2833333333333333,0.4992874815243236,0.2564459600265227,0.7109090909090909,0.673,0.7760915756225586,1440.171875,1443.171875
ENZYMES,256,40,0.001,0.3,7.487483024597168,0.2168421745300293,7.704325199127197,0.4918032786885246,0.36666666666666664,0.49325757575757573,0.35918422905455705,0.7366547831253714,0.7163333333333334,0.775172233581543,1443.390625,1443.390625
ENZYMES,256,40,0.0005,0.0,7.511151313781738,0.22553110122680664,7.736682415008545,0.47540983606557374,0.3,0.46118981260285613,0.2893353358933069,0.7325609031491385,0.674,0.77655029296875,1443.390625,1443.390625
ENZYMES,256,40,0.0005,0.3,7.626270055770874,0.22552990913391113,7.851799964904785,0.4426229508196721,0.3,0.4408282168086089,0.27013157894736844,0.7562566844919786,0.6773333333333333,0.7734994888305664,1443.390625,1443.390625
ENZYMES,256,100,0.001,0.0,18.589956998825073,0.22468209266662598,18.8146390914917,0.5081967213114754,0.31666666666666665,0.5185097201273672,0.2961219336219337,0.7430956625074273,0.7000000000000001,0.7840099334716797,1443.390625,1443.39453125
ENZYMES,256,100,0.001,0.3,19.28877544403076,0.212510347366333,19.501285791397095,0.5245901639344263,0.3333333333333333,0.5270856168554378,0.317754771710147,0.7979382055852645,0.7063333333333334,0.7828311920166016,1443.39453125,1443.39453125
ENZYMES,256,100,0.0005,0.0,18.71482753753662,0.2121260166168213,18.926953554153442,0.5081967213114754,0.4,0.5005179058887498,0.39835902888534463,0.7660487225193107,0.722,0.7843561172485352,1443.39453125,1443.91015625
ENZYMES,256,100,0.0005,0.3,18.513856172561646,0.21716809272766113,18.731024265289307,0.5409836065573771,0.4,0.5289973539449221,0.3954191065511566,0.8000891265597149,0.7323333333333334,0.7862262725830078,1443.91015625,1443.91015625
IMDB-MULTI,64,40,0.001,0.0,22.401445627212524,0.5323219299316406,22.933767557144165,0.5133333333333333,0.46,0.4661505595886268,0.38831525872419476,0.6671333333333335,0.6465666666666666,0.6099586486816406,1448.75390625,1454.65625
IMDB-MULTI,64,40,0.001,0.3,21.86784791946411,0.5402488708496094,22.40809679031372,0.52,0.47333333333333333,0.4928474796247209,0.4151403726246687,0.6635,0.6381,0.5889387130737305,1454.65625,1454.65625
IMDB-MULTI,64,40,0.0005,0.0,21.710306644439697,0.5606725215911865,22.270979166030884,0.5333333333333333,0.4666666666666667,0.5158008369615517,0.4203204562427863,0.6848666666666666,0.639,0.589106559753418,1454.65625,1454.65625
IMDB-MULTI,64,40,0.0005,0.3,21.781999588012695,0.5452601909637451,22.32725977897644,0.52,0.4533333333333333,0.5117073701979362,0.43495645783065706,0.6928000000000001,0.6453666666666668,0.5829296112060547,1454.66015625,1454.66015625
IMDB-MULTI,64,100,0.001,0.0,55.375389099121094,0.5406708717346191,55.91605997085571,0.5266666666666666,0.46,0.49867678026245804,0.4213455994983919,0.6789,0.6463333333333333,0.6023788452148438,1454.66015625,1454.66015625
IMDB-MULTI,64,100,0.001,0.3,56.06059384346008,0.5331821441650391,56.59377598762512,0.5333333333333333,0.4666666666666667,0.5085374776573953,0.4227106227106227,0.6782666666666666,0.6324,0.6024866104125977,1454.66015625,1454.66015625
IMDB-MULTI,64,100,0.0005,0.0,55.04907751083374,0.5264084339141846,55.575485944747925,0.5266666666666666,0.44,0.5062947562947563,0.4050428810486683,0.6772666666666667,0.6182666666666666,0.6010637283325195,1454.66015625,1454.66015625
IMDB-MULTI,64,100,0.0005,0.3,56.11703872680664,0.520817756652832,56.63785648345947,0.5333333333333333,0.47333333333333333,0.5084807018310854,0.43121229416174706,0.6776666666666668,0.6309999999999999,0.5992507934570312,1454.66015625,1454.66015625
IMDB-MULTI,128,40,0.001,0.0,22.30563521385193,0.5326132774353027,22.83824849128723,0.52,0.46,0.4967229472656531,0.41580258225926353,0.6766666666666667,0.6462666666666667,0.9539728164672852,1454.66015625,1454.66015625
IMDB-MULTI,128,40,0.001,0.3,21.962610483169556,0.5205800533294678,22.483190536499023,0.52,0.46,0.4929159888754788,0.4121744397334948,0.6748,0.6353333333333334,0.9535913467407227,1454.6640625,1454.6640625
IMDB-MULTI,128,40,0.0005,0.0,21.80518341064453,0.5525429248809814,22.357726335525513,0.5333333333333333,0.4533333333333333,0.5123543213779547,0.4131932165693634,0.6694333333333334,0.6363,0.9527034759521484,1454.66796875,1454.66796875
IMDB-MULTI,128,40,0.0005,0.3,23.193034648895264,0.5610215663909912,23.754056215286255,0.5333333333333333,0.4666666666666667,0.5122319830284433,0.4226975242833452,0.6773666666666668,0.6275333333333334,0.996424674987793,1454.66796875,1454.66796875
IMDB-MULTI,128,100,0.001,0.0,55.07375526428223,0.5509166717529297,55.624671936035156,0.5266666666666666,0.4866666666666667,0.502722689952459,0.44472436630455503,0.6703,0.6368999999999999,0.9709558486938477,1454.66796875,1454.66796875
IMDB-MULTI,128,100,0.001,0.3,55.65230321884155,0.5156068801879883,56.16791009902954,0.5333333333333333,0.4666666666666667,0.5042942985881206,0.4230203569787643,0.6703666666666668,0.6415000000000001,0.9650812149047852,1454.66796875,1454.66796875
IMDB-MULTI,128,100,0.0005,0.0,54.87731218338013,0.5206022262573242,55.39791440963745,0.54,0.48,0.5214213443917176,0.4505911831493227,0.6806333333333333,0.6408666666666667,0.9698762893676758,1454.66796875,1454.66796875
IMDB-MULTI,128,100,0.0005,0.3,55.62512135505676,0.5448570251464844,56.16997838020325,0.54,0.48,0.5214213443917176,0.45156325156325156,0.6974666666666667,0.6294333333333333,0.9678096771240234,1454.66796875,1454.66796875
IMDB-MULTI,256,40,0.001,0.0,22.271872520446777,0.5362281799316406,22.808100700378418,0.5333333333333333,0.46,0.5304476815105407,0.4428162596204606,0.6813333333333333,0.6276333333333334,1.6866703033447266,1455.25390625,1458.72265625
IMDB-MULTI,256,40,0.001,0.3,22.037437677383423,0.5209188461303711,22.558356523513794,0.5266666666666666,0.47333333333333333,0.4890418585433249,0.4206807340932977,0.6712666666666666,0.6474333333333333,1.6884965896606445,1458.72265625,1459.89453125
IMDB-MULTI,256,40,0.0005,0.0,22.25999164581299,0.5524592399597168,22.812450885772705,0.5266666666666666,0.46,0.4986887508626639,0.4062733946726557,0.6876333333333333,0.6398333333333334,1.6895017623901367,1459.89453125,1459.89453125
IMDB-MULTI,256,40,0.0005,0.3,22.415088176727295,0.5313549041748047,22.9464430809021,0.52,0.47333333333333333,0.47800927254815956,0.4213083213083213,0.6571333333333333,0.6468999999999999,1.6884279251098633,1459.89453125,1460.14453125
IMDB-MULTI,256,100,0.001,0.0,54.97558379173279,0.5122454166412354,55.48782920837402,0.5333333333333333,0.47333333333333333,0.5154748511072403,0.43758940678120967,0.6732666666666667,0.6467666666666667,1.700693130493164,1460.14453125,1460.14453125
IMDB-MULTI,256,100,0.001,0.3,55.45724081993103,0.517540454864502,55.97478127479553,0.5333333333333333,0.46,0.5209395775433512,0.44514224369296834,0.6866666666666666,0.6317333333333334,1.7035694122314453,1460.14453125,1460.14453125
IMDB-MULTI,256,100,0.0005,0.0,54.580185890197754,0.5201070308685303,55.100292921066284,0.5333333333333333,0.4533333333333333,0.5185524652338812,0.42309580742866254,0.6764000000000001,0.6357999999999999,1.7042274475097656,1460.14453125,1460.14453125
IMDB-MULTI,256,100,0.0005,0.3,55.314112424850464,0.5098626613616943,55.82397508621216,0.5333333333333333,0.44666666666666666,0.5185524652338812,0.4205951386402515,0.6598666666666667,0.6307999999999999,1.7024316787719727,1460.14453125,1460.14453125
