dataset,dim,epochs,lr,dropout,it_time_s,embed_time_s,total_time_s,val_acc,test_acc,peak_tracemalloc_mb,rss_before_mb,rss_after_mb
MUTAG,64,40,0.0005,0.3,2.7430267333984375,0.061057090759277344,2.804083824157715,0.9473684210526315,0.8421052631578947,0.2141399383544922,1443.41015625,1443.46484375
