dataset,dim,epochs,lr,dropout,it_time_s,embed_time_s,total_time_s,val_acc,test_acc,peak_tracemalloc_mb,rss_before_mb,rss_after_mb
ENZYMES,128,100,0.001,0.0,17.447113752365112,0.14066815376281738,17.58778190612793,0.5409836065573771,0.4,0.4372224807739258,1455.0078125,1455.0078125
