dataset,dim,epochs,lr,dropout,it_time_s,embed_time_s,total_time_s,train_acc,val_acc,test_acc,train_f1_macro,val_f1_macro,test_f1_macro,train_auc_macro,val_auc_macro,test_auc_macro,peak_tracemalloc_mb,rss_before_mb,rss_after_mb
ENZYMES,128,200,0.0005,0.0,36.86510896682739,0.09275102615356445,36.95785999298096,0.24843423799582465,0.3442622950819672,0.21666666666666667,0.19286165624259263,0.24252525252525256,0.1809036309036309,0.6310880973530874,0.7093879976232919,0.5686666666666667,2.166428565979004,1415.87109375,1415.87109375
ENZYMES,128,200,0.0005,0.3,24.185060024261475,0.09113073348999023,24.276190757751465,0.22129436325678498,0.32786885245901637,0.25,0.19267348673953422,0.2903394850763272,0.19719416386083052,0.5555588866681472,0.5941117052881759,0.5073333333333333,2.1624317169189453,1415.87109375,1415.87109375
ENZYMES,256,50,0.001,0.0,11.872387409210205,0.08911561965942383,11.961503028869629,0.2651356993736952,0.29508196721311475,0.18333333333333332,0.23057433376339656,0.2629534548139199,0.1547784047784048,0.6607274449308926,0.6801841948900771,0.5876666666666667,3.780562400817871,1415.87109375,1432.08984375
ENZYMES,256,50,0.001,0.3,11.775388479232788,0.08989429473876953,11.865282773971558,0.21920668058455114,0.29508196721311475,0.2,0.14720888830323295,0.20679411168541603,0.11069182389937109,0.6260015413005087,0.7178490790255497,0.6443333333333333,3.874889373779297,1432.08984375,1432.33984375
ENZYMES,256,50,0.0005,0.0,11.895756006240845,0.0884394645690918,11.984195470809937,0.33194154488517746,0.32786885245901637,0.21666666666666667,0.3141896598172591,0.3057343622561014,0.19166666666666665,0.7124719895730888,0.64650623885918,0.5766666666666667,3.840269088745117,1432.33984375,1434.05859375
ENZYMES,256,50,0.0005,0.3,11.965080976486206,0.08944272994995117,12.054523706436157,0.2546972860125261,0.29508196721311475,0.31666666666666665,0.2319749591967395,0.23267195767195767,0.2920373607873608,0.5702651539185517,0.6077866904337492,0.5683333333333334,3.830026626586914,1434.05859375,1434.05859375
ENZYMES,256,200,0.001,0.0,16.92651891708374,0.08949661254882812,17.01601552963257,0.2150313152400835,0.3114754098360656,0.26666666666666666,0.1459801442639329,0.23744588744588746,0.18286143286143286,0.5395344109218193,0.6056030897207368,0.5754999999999999,3.920802116394043,1434.05859375,1434.05859375
ENZYMES,256,200,0.001,0.3,14.547945261001587,0.08922362327575684,14.637168884277344,0.22129436325678498,0.29508196721311475,0.25,0.18960777124409167,0.2389001577642551,0.2032739570690235,0.5760102127682075,0.6085442661913251,0.5883333333333333,3.919008255004883,1434.05859375,1434.93359375
ENZYMES,256,200,0.0005,0.0,15.594321966171265,0.08909201622009277,15.683413982391357,0.20876826722338204,0.32786885245901637,0.16666666666666666,0.17585736997520088,0.2777207568455775,0.13202075702075702,0.5708248733648468,0.6438265002970885,0.5206666666666667,3.9214019775390625,1434.93359375,1437.68359375
ENZYMES,256,200,0.0005,0.3,13.411542415618896,0.08957672119140625,13.501119136810303,0.19832985386221294,0.29508196721311475,0.26666666666666666,0.11585987661956032,0.17088382942041477,0.14173789173789175,0.547765160527902,0.5956773618538325,0.5245000000000001,3.9176244735717773,1437.68359375,1437.68359375
IMDB-MULTI,64,50,0.001,0.0,12.22848391532898,0.10084271430969238,12.329326629638672,0.44333333333333336,0.44666666666666666,0.3333333333333333,0.42352315754450887,0.4357011879135773,0.2974165821623449,0.637125,0.6144333333333333,0.5478333333333333,1.7652816772460938,737.67578125,1398.30078125
IMDB-MULTI,64,50,0.001,0.3,11.856781721115112,0.10024023056030273,11.957021951675415,0.4766666666666667,0.5133333333333333,0.37333333333333335,0.4587704771146912,0.4907607060661163,0.3474335188620903,0.6473026041666667,0.6665666666666666,0.5646,1.4086313247680664,1398.42578125,1410.30078125
IMDB-MULTI,64,50,0.0005,0.0,11.766788244247437,0.09632110595703125,11.863109350204468,0.4225,0.48,0.37333333333333335,0.3694184815097585,0.4263425554409161,0.3168642951251646,0.5978677083333334,0.6572333333333332,0.5425666666666666,1.387533187866211,1410.30078125,1410.30078125
IMDB-MULTI,64,50,0.0005,0.3,11.955013990402222,0.09726476669311523,12.052278757095337,0.41083333333333333,0.44666666666666666,0.35333333333333333,0.35476462309951295,0.40469005095730476,0.2831169396054892,0.6370130208333333,0.6481666666666667,0.5412333333333333,1.3820104598999023,1410.30078125,1410.42578125
IMDB-MULTI,64,200,0.001,0.0,28.259294986724854,0.1096956729888916,28.368990659713745,0.4741666666666667,0.4866666666666667,0.46,0.4475191490958595,0.44796729083285686,0.43289221200291134,0.6621229166666667,0.6671,0.6048333333333334,1.4998788833618164,1410.42578125,1410.80078125
IMDB-MULTI,64,200,0.001,0.3,20.849907636642456,0.09757876396179199,20.947486400604248,0.4483333333333333,0.49333333333333335,0.38,0.4328869919684795,0.486582523167889,0.36349889941621205,0.6556859374999999,0.6544,0.5711333333333334,1.5033226013183594,1410.80078125,1411.05078125
IMDB-MULTI,64,200,0.0005,0.0,23.282600164413452,0.0955207347869873,23.37812089920044,0.46166666666666667,0.5066666666666667,0.43333333333333335,0.4599706065467535,0.5059222594940689,0.4266648820983778,0.6744265624999999,0.6197666666666667,0.5889333333333334,1.557870864868164,1411.05078125,1411.17578125
IMDB-MULTI,64,200,0.0005,0.3,28.329559564590454,0.09906744956970215,28.428627014160156,0.45,0.4866666666666667,0.36,0.40590107326345626,0.439311241065627,0.3024995438788542,0.6435828124999999,0.6510666666666668,0.5821,1.5688915252685547,1411.17578125,1411.30078125
IMDB-MULTI,128,50,0.001,0.0,12.042575120925903,0.09925508499145508,12.141830205917358,0.46416666666666667,0.48,0.4533333333333333,0.46486146439669457,0.48035870227271066,0.45101553166069297,0.667878125,0.6578666666666666,0.6269333333333333,2.4841909408569336,1411.30078125,1428.05078125
IMDB-MULTI,128,50,0.001,0.3,12.098676443099976,0.0987091064453125,12.197385549545288,0.4125,0.4866666666666667,0.35333333333333333,0.39802124672723055,0.4876469982494078,0.3476287492925863,0.63261875,0.6702,0.5531,2.4867210388183594,1428.05078125,1429.67578125
