dataset,dim,epochs,lr,dropout,it_time_s,embed_time_s,total_time_s,train_acc,val_acc,test_acc,train_f1_macro,val_f1_macro,test_f1_macro,train_auc_macro,val_auc_macro,test_auc_macro,peak_tracemalloc_mb,rss_before_mb,rss_after_mb
MUTAG,64,500,0.001,0.0,5.638439655303955,0.04474616050720215,5.683185815811157,0.82,0.7894736842105263,0.8947368421052632,0.7843335640875446,0.7564102564102564,0.8782051282051282,0.9069122598534363,0.858974358974359,0.8974358974358975,0.5490245819091797,1326.65625,1326.78125
MUTAG,64,500,0.001,0.4,6.435308218002319,0.044011831283569336,6.479320049285889,0.7933333333333333,0.7894736842105263,0.631578947368421,0.7336617217480956,0.6833333333333333,0.4904214559386973,0.9114676173499703,0.8076923076923077,0.858974358974359,0.508331298828125,1326.78125,1326.90625
MUTAG,64,500,0.0005,0.0,8.923487186431885,0.044115543365478516,8.967602729797363,0.7466666666666667,0.8421052631578947,0.7368421052631579,0.6386916835699796,0.7816091954022988,0.5622119815668203,0.9502871855813033,0.8846153846153847,0.9487179487179488,0.5635309219360352,1326.90625,1326.90625
MUTAG,64,500,0.0005,0.4,5.882149696350098,0.04504728317260742,5.927196979522705,0.7066666666666667,0.7894736842105263,0.7368421052631579,0.5527243155326647,0.6833333333333333,0.6360153256704981,0.9096850861556744,0.8333333333333334,0.8846153846153847,0.5383396148681641,1326.90625,1327.28125
MUTAG,128,200,0.001,0.0,7.1739256381988525,0.04497885704040527,7.218904495239258,0.7666666666666667,0.8421052631578947,0.8421052631578947,0.7085114652157015,0.8080808080808081,0.7816091954022988,0.8308575955634779,0.9358974358974359,0.8076923076923077,0.7180089950561523,1327.40625,1338.03125
MUTAG,128,200,0.001,0.4,7.183027744293213,0.04514884948730469,7.228176593780518,0.8333333333333334,0.7894736842105263,0.8421052631578947,0.8095576659387538,0.7285714285714285,0.8080808080808081,0.9191919191919192,0.8846153846153847,0.8076923076923079,0.7203121185302734,1338.03125,1338.40625
MUTAG,128,200,0.0005,0.0,9.047046422958374,0.04349970817565918,9.090546131134033,0.86,0.8421052631578947,0.8421052631578947,0.8300145701796988,0.8080808080808081,0.8080808080808081,0.9506833036244801,0.8846153846153847,0.8846153846153846,0.7439680099487305,1338.40625,1339.03125
MUTAG,128,200,0.0005,0.4,10.39726448059082,0.045981645584106445,10.443246126174927,0.84,0.8421052631578947,0.7894736842105263,0.8200000000000001,0.8080808080808081,0.7564102564102564,0.9084967320261438,0.8974358974358975,0.8205128205128206,0.7732810974121094,1339.03125,1342.40625
MUTAG,128,500,0.001,0.0,12.912151575088501,0.043291330337524414,12.955442905426025,0.8933333333333333,0.8947368421052632,0.7368421052631579,0.8851674641148325,0.8869047619047619,0.6801346801346801,0.9467221231927114,0.9487179487179488,0.8974358974358975,0.725773811340332,1342.40625,1343.28125
MUTAG,128,500,0.001,0.4,9.174573421478271,0.04342484474182129,9.217998266220093,0.8533333333333334,0.8947368421052632,0.8421052631578947,0.8463401005773887,0.8869047619047619,0.8246153846153846,0.9079025549613785,0.8846153846153847,0.8461538461538464,0.7442131042480469,1343.28125,1343.53125
MUTAG,128,500,0.0005,0.0,13.287996292114258,0.046549081802368164,13.334545373916626,0.7866666666666666,0.8947368421052632,0.631578947368421,0.7685185185185186,0.8869047619047619,0.6144927536231883,0.8892850069320658,0.9102564102564102,0.6153846153846153,0.7297182083129883,1343.53125,1343.78125
MUTAG,128,500,0.0005,0.4,11.124983072280884,0.047454833984375,11.172437906265259,0.84,0.8421052631578947,0.8421052631578947,0.8277511961722488,0.8246153846153846,0.8246153846153846,0.9027530204000794,0.8461538461538463,0.858974358974359,0.7216672897338867,1343.90625,1343.90625
MUTAG,256,200,0.001,0.0,7.902751922607422,0.04387259483337402,7.946624517440796,0.8266666666666667,0.9473684210526315,0.7894736842105263,0.8103481812876873,0.9415384615384615,0.7564102564102564,0.8530402059813824,0.9487179487179488,0.7692307692307693,1.2153759002685547,1345.15625,1352.28125
MUTAG,256,200,0.001,0.4,11.483371496200562,0.04657602310180664,11.529947519302368,0.86,0.8947368421052632,0.7368421052631579,0.8528793610760823,0.8869047619047619,0.7246376811594203,0.9288968112497524,0.9102564102564102,0.8717948717948718,1.2031211853027344,1352.28125,1352.65625
MUTAG,256,200,0.0005,0.0,10.027776002883911,0.0480194091796875,10.075795412063599,0.86,0.8947368421052632,0.7894736842105263,0.8382541720154044,0.8642857142857143,0.7285714285714285,0.9492968904733611,0.9230769230769231,0.9358974358974359,1.134744644165039,1352.65625,1352.546875
MUTAG,256,200,0.0005,0.4,8.94298005104065,0.04572701454162598,8.988707065582275,0.86,0.8947368421052632,0.8947368421052632,0.8400284393885531,0.8869047619047619,0.8642857142857143,0.8906714200831848,0.8974358974358975,0.858974358974359,1.2491207122802734,1352.546875,1352.546875
MUTAG,256,500,0.001,0.0,7.294801235198975,0.046839237213134766,7.341640472412109,0.7733333333333333,0.8421052631578947,0.8421052631578947,0.7004229323308271,0.8080808080808081,0.7816091954022988,0.9047336106159636,0.8974358974358975,0.8525641025641026,1.132401466369629,1352.671875,1353.671875
MUTAG,256,500,0.001,0.4,9.304388046264648,0.04357552528381348,9.347963571548462,0.8333333333333334,0.8947368421052632,0.7894736842105263,0.8115483190110055,0.8782051282051282,0.7285714285714285,0.9088928500693207,0.9615384615384617,0.8076923076923077,1.1842260360717773,1353.671875,1353.671875
MUTAG,256,500,0.0005,0.0,10.814348697662354,0.04310774803161621,10.85745644569397,0.82,0.8947368421052632,0.8421052631578947,0.7814473045167557,0.8642857142857143,0.7816091954022988,0.8989898989898991,0.9358974358974359,0.8076923076923077,1.1348276138305664,1353.671875,1353.671875
MUTAG,256,500,0.0005,0.4,10.285845518112183,0.04393506050109863,10.329780578613281,0.8466666666666667,0.8947368421052632,0.7368421052631579,0.8388678716547568,0.8869047619047619,0.7246376811594203,0.9031491384432562,0.9743589743589745,0.9358974358974359,1.1937932968139648,1353.671875,1353.671875
