dataset,dim,epochs,lr,dropout,it_time_s,embed_time_s,total_time_s,val_acc,test_acc,peak_tracemalloc_mb,rss_before_mb,rss_after_mb
MUTAG,128,40,0.001,0.3,2.6925747394561768,0.057520151138305664,2.7500948905944824,0.9473684210526315,0.6842105263157895,0.21261119842529297,1444.80859375,1444.859375
