dataset,dim,epochs,lr,dropout,it_time_s,embed_time_s,total_time_s,val_acc,test_acc,peak_tracemalloc_mb,rss_before_mb,rss_after_mb
ENZYMES,256,40,0.001,0.3,7.112193822860718,0.1425008773803711,7.254694700241089,0.4426229508196721,0.3333333333333333,0.7102336883544922,1457.5078125,1457.5078125
